student_code,subject_id,school_year_id,semester_index,evaluated_at_week,subject_category,grade_level,weighted_early_avg,weighted_late_avg,score_slope,score_volatility,max_drop,last_score,max_coefficient_so_far,high_weight_score_count,last_high_weight_score,lms_avg_score,lms_recent_drop,lms_submission_rate,lms_recent_submission_rate,lms_gradebook_gap,daily_absence_rate,unexcused_absent_rate,excused_absent_days,total_late_count,total_demerit_points,repeat_offense_count,severe_sanction_count,actual_final_grade,actual_risk_level,is_at_risk
HS190044,4,2025,2,34,MATH_SCIENCE,9,6.51,5.79,-0.1274,0.6432,0.92,5.61,3.13,3,5.85,8.02,0.07,0.7783,0.7779,2.45,0.048,0.0122,3,2,2.05,0,0,7.1,LOW,0
HS190044,5,2025,2,34,MATH_SCIENCE,9,6.89,6.12,-0.0954,0.5983,1.03,6.46,2.86,3,6.54,8.4,-0.09,0.8683,0.953,1.93,0.0509,0.0122,3,2,2.22,0,0,7.2,LOW,0
HS190044,6,2025,2,34,MATH_SCIENCE,9,6.33,5.65,-0.0915,0.4145,0.5,5.76,2.89,3,5.93,7.99,0.65,0.7129,0.7418,2.32,0.0514,0.0121,3,2,2.26,0,0,7.0,LOW,0
HS190044,13,2025,2,34,TECHNOLOGY,9,6.73,5.85,-0.0809,0.5165,1.25,5.84,3.02,3,5.96,8.48,0.4,0.9913,0.9897,2.32,0.0477,0.0123,3,2,2.11,0,0,7.1,LOW,0
HS190044,14,2025,2,34,TECHNOLOGY,9,6.3,6.19,-0.0956,0.519,0.99,5.61,2.94,3,5.5,7.69,-0.45,0.8507,1.0,2.35,0.0478,0.0125,3,2,2.07,0,0,7.1,LOW,0
HS190044,9,2025,2,34,HUMANITIES,9,9.14,9.05,-0.0779,0.3303,0.31,8.34,2.98,3,8.27,8.26,0.41,0.787,0.5097,-0.15,0.0487,0.0124,3,2,2.25,0,0,8.9,LOW,0
HS2110045,106,2025,2,34,MATH_SCIENCE,11,5.98,6.57,0.0761,0.4308,0.2,6.97,3.08,3,6.9,5.78,-0.28,0.6684,0.4964,-1.28,0.1031,0.0622,3,3,0.88,2,0,7.0,LOW,0
HS2110045,2,2025,2,34,HUMANITIES,11,4.85,5.53,0.0833,0.4966,0.29,6.18,3.15,3,5.82,5.8,-0.09,0.878,1.0,-0.01,0.0975,0.0617,3,3,0.89,2,0,6.2,MODERATE,0
HS2110045,3,2025,2,34,HUMANITIES,11,5.16,5.21,0.0675,0.4056,0.3,6.1,2.96,3,6.17,6.56,0.5,0.5504,0.5151,0.36,0.1009,0.0652,3,3,0.88,2,0,6.2,MODERATE,0
HS2110045,7,2025,2,34,MATH_SCIENCE,11,6.15,7.14,0.0025,0.3745,0.97,7.17,3.12,3,6.71,5.32,1.04,0.7199,0.4901,-1.26,0.1004,0.0606,3,3,0.89,2,0,7.1,LOW,0
HS2110045,8,2025,2,34,HUMANITIES,11,4.66,5.93,0.0923,0.5782,0.62,6.03,2.91,3,5.52,5.69,-0.01,0.8817,1.0,-0.09,0.1031,0.0616,3,3,0.89,2,0,6.3,MODERATE,0
HS2110045,4,2025,2,34,MATH_SCIENCE,11,6.82,6.24,-0.0651,0.4997,1.09,6.5,3.04,3,6.67,5.37,-0.45,0.8493,1.0,-1.34,0.103,0.0614,3,3,0.84,2,0,7.0,LOW,0
HS2110045,5,2025,2,34,MATH_SCIENCE,11,6.9,7.13,0.0568,0.2776,0.0,7.41,2.88,3,7.17,5.57,-0.19,0.623,1.0,-1.67,0.0979,0.0639,3,3,0.92,2,0,7.3,LOW,0
HS2110045,6,2025,2,34,MATH_SCIENCE,11,6.86,6.67,-0.055,0.3403,0.79,6.53,2.94,3,6.27,5.94,0.36,0.8458,0.5137,-0.82,0.0973,0.0639,3,3,0.84,2,0,7.1,LOW,0
HS2110045,13,2025,2,34,TECHNOLOGY,11,5.9,7.34,0.0619,0.4965,0.92,6.95,3.04,3,7.21,6.06,-0.05,0.5363,0.7344,-1.12,0.0971,0.0634,3,3,0.87,2,0,7.1,LOW,0
HS2110045,14,2025,2,34,TECHNOLOGY,11,5.82,6.78,0.0652,0.4711,0.31,7.31,3.07,3,7.52,5.95,0.09,0.7387,0.7574,-1.02,0.0995,0.0626,3,3,0.84,2,0,6.9,LOW,0
HS2110045,9,2025,2,34,HUMANITIES,11,5.17,5.6,0.0121,0.4204,0.97,5.88,2.91,3,5.78,5.87,-0.22,0.8266,0.7135,-0.03,0.0966,0.0611,3,3,0.89,2,0,6.3,MODERATE,0
HS290046,106,2025,2,34,MATH_SCIENCE,9,2.58,1.89,-0.0438,0.5211,1.4,2.16,2.88,3,2.09,7.27,0.44,0.8422,1.0,4.74,0.0509,0.0378,1,2,0.39,0,0,4.4,HIGH,1
HS290046,2,2025,2,34,HUMANITIES,9,2.45,1.85,-0.0078,0.5186,1.15,2.0,3.07,3,2.06,7.16,-1.07,0.8051,0.7433,5.12,0.0476,0.0363,1,2,0.39,0,0,4.3,HIGH,1
HS290046,3,2025,2,34,HUMANITIES,9,2.42,1.48,-0.0758,0.527,1.15,1.34,3.11,3,1.32,7.03,-0.69,0.7714,0.7871,5.77,0.0483,0.0382,1,2,0.42,0,0,4.2,HIGH,1
HS290046,7,2025,2,34,MATH_SCIENCE,9,2.38,1.73,-0.0176,0.3846,1.04,1.76,3.06,3,1.73,7.27,0.15,0.6673,0.719,5.39,0.0491,0.0392,1,2,0.4,0,0,4.2,HIGH,1
HS290046,8,2025,2,34,HUMANITIES,9,2.65,1.36,-0.1011,0.7421,1.57,1.13,2.97,3,1.08,6.54,0.51,0.8883,1.0,5.72,0.051,0.0389,1,2,0.42,0,0,4.2,HIGH,1
HS290046,4,2025,2,34,MATH_SCIENCE,9,2.32,1.84,-0.0391,0.3297,0.49,1.55,3.02,3,1.67,6.53,-0.87,0.5378,0.2575,5.1,0.0515,0.0386,1,2,0.39,0,0,4.3,HIGH,1
HS290046,5,2025,2,34,MATH_SCIENCE,9,2.38,1.53,-0.0471,0.4175,0.95,1.56,3.06,3,1.54,7.12,0.11,0.7474,1.0,5.45,0.0477,0.0362,1,2,0.41,0,0,4.1,HIGH,1
HS290046,6,2025,2,34,MATH_SCIENCE,9,2.04,1.94,0.0144,0.3788,0.61,1.78,2.94,3,1.74,7.28,-1.12,0.7108,0.7274,5.56,0.0491,0.0359,1,2,0.4,0,0,4.2,HIGH,1
HS290046,13,2025,2,34,TECHNOLOGY,9,2.74,1.58,-0.0628,0.6497,1.3,1.38,2.92,3,1.37,6.89,0.33,0.3728,0.2484,5.87,0.051,0.039,1,2,0.39,0,0,4.2,HIGH,1
HS290046,14,2025,2,34,TECHNOLOGY,9,2.52,1.71,-0.0748,0.5152,1.0,1.4,2.91,3,1.34,6.87,0.16,0.6779,1.0,5.62,0.0489,0.0377,1,2,0.39,0,0,4.3,HIGH,1
HS290046,9,2025,2,34,HUMANITIES,9,2.66,1.52,-0.0544,0.7335,1.95,1.78,2.94,3,1.76,7.67,0.25,0.6559,0.5134,5.46,0.0523,0.038,1,2,0.4,0,0,4.2,HIGH,1
HS2100047,106,2025,2,34,MATH_SCIENCE,10,5.36,4.41,-0.1339,0.583,0.7,4.16,2.91,3,4.08,8.87,0.17,0.9624,0.7369,4.56,0.0386,0.0247,1,5,5.25,1,1,6.2,MODERATE,0
HS2100047,2,2025,2,34,HUMANITIES,10,7.05,5.96,-0.1424,0.6552,0.78,5.69,2.95,3,5.32,9.27,-0.92,0.7399,0.4912,3.33,0.0363,0.024,1,5,5.23,1,1,7.2,LOW,0
HS2100047,3,2025,2,34,HUMANITIES,10,7.05,6.33,-0.1199,0.5767,0.96,6.49,2.93,3,6.43,8.63,-0.02,0.982,1.0,2.1,0.0388,0.0254,1,5,5.38,1,1,7.3,LOW,0
HS2100047,7,2025,2,34,MATH_SCIENCE,10,5.73,4.27,-0.212,0.9219,1.03,3.75,3.06,3,3.81,8.98,0.02,0.8209,0.7343,4.98,0.0382,0.0255,1,5,5.47,1,1,6.1,MODERATE,0
HS2100047,8,2025,2,34,HUMANITIES,10,7.15,6.68,-0.1224,0.5861,1.21,5.54,2.96,3,5.82,8.47,-0.42,0.9358,0.9532,2.75,0.0358,0.0257,1,5,5.33,1,1,7.4,LOW,0
HS2100047,4,2025,2,34,MATH_SCIENCE,10,5.48,4.2,-0.179,0.829,1.14,3.95,2.93,3,3.76,9.1,0.12,0.8519,0.9843,4.67,0.0387,0.0247,1,5,5.65,1,1,6.1,MODERATE,0
HS2100047,5,2025,2,34,MATH_SCIENCE,10,5.55,3.98,-0.1823,0.8675,1.0,3.87,3.0,3,3.73,8.99,-0.72,0.9061,0.4914,4.66,0.0358,0.0243,1,5,5.25,1,1,6.1,MODERATE,0
HS2100047,6,2025,2,34,MATH_SCIENCE,10,5.19,4.4,-0.1433,0.6579,0.92,4.31,3.01,3,4.39,8.24,-0.48,0.6214,0.7205,4.29,0.0388,0.0248,1,5,5.65,1,1,6.2,MODERATE,0
HS2100047,13,2025,2,34,TECHNOLOGY,10,5.15,4.1,-0.1823,0.8192,0.8,3.56,2.98,3,3.55,8.12,-0.61,0.841,1.0,5.16,0.0377,0.024,1,5,5.21,1,1,6.0,MODERATE,0
HS2100047,14,2025,2,34,TECHNOLOGY,10,5.66,3.75,-0.2228,1.0188,1.44,3.19,2.98,3,3.19,8.6,-0.31,0.8445,0.7435,5.12,0.0385,0.0247,1,5,5.41,1,1,6.0,MODERATE,0
HS2100047,9,2025,2,34,HUMANITIES,10,6.66,5.84,-0.1607,0.7845,1.22,5.7,2.91,3,5.55,8.48,0.07,0.8517,0.9621,3.15,0.0392,0.0254,1,5,5.57,1,1,7.1,LOW,0
HS1110048,106,2025,2,34,MATH_SCIENCE,11,9.33,10.2,0.1154,0.6528,0.0,10.13,2.98,3,10.32,7.44,-0.4,0.9794,0.9974,-2.14,0.0372,0.0125,2,6,1.91,0,0,9.4,LOW,0
HS1110048,2,2025,2,34,HUMANITIES,11,6.79,8.06,0.171,0.8164,0.0,8.66,3.01,3,8.52,7.44,-0.43,0.9905,0.9661,-1.21,0.0375,0.0124,2,6,1.96,0,0,8.0,LOW,0
HS1110048,3,2025,2,34,HUMANITIES,11,6.51,8.12,0.1354,0.6551,0.29,7.93,2.89,3,7.54,7.31,0.36,0.9544,0.9845,-0.5,0.0366,0.0123,2,6,1.9,0,0,7.9,LOW,0
HS1110048,7,2025,2,34,MATH_SCIENCE,11,9.94,9.87,0.0623,0.303,0.0,10.34,3.12,3,10.29,8.27,-0.44,1.0,0.9574,-2.05,0.0392,0.0127,2,6,1.87,0,0,9.4,LOW,0
HS1110048,8,2025,2,34,HUMANITIES,11,6.82,8.05,0.1485,0.7124,0.2,8.12,3.07,3,8.31,8.08,0.13,0.9605,1.0,-0.25,0.0362,0.0124,2,6,1.95,0,0,8.0,LOW,0
HS1110048,4,2025,2,34,MATH_SCIENCE,11,9.19,10.49,0.1403,0.8348,0.0,9.93,3.14,3,10.07,7.78,-0.03,0.8844,1.0,-2.52,0.0377,0.0123,2,6,1.86,0,0,9.4,LOW,0
HS1110048,5,2025,2,34,MATH_SCIENCE,11,9.68,9.39,0.0617,0.413,0.48,10.03,2.9,3,9.52,7.5,0.56,0.9636,1.0,-2.49,0.0363,0.0123,2,6,1.9,0,0,9.4,LOW,0
HS1110048,6,2025,2,34,MATH_SCIENCE,11,9.34,9.71,0.109,0.635,0.0,9.57,2.88,3,9.9,7.82,1.15,0.8241,1.0,-2.22,0.0372,0.0125,2,6,1.94,0,0,9.4,LOW,0
HS1110048,13,2025,2,34,TECHNOLOGY,11,9.5,9.52,0.0611,0.292,0.0,10.04,3.03,3,10.35,7.9,0.31,0.9311,0.7655,-2.42,0.0379,0.0129,2,6,1.83,0,0,9.3,LOW,0
HS1110048,14,2025,2,34,TECHNOLOGY,11,9.07,10.32,0.0856,0.4349,0.0,10.45,2.85,3,9.55,8.0,-0.07,1.0,1.0,-2.01,0.0387,0.0126,2,6,1.79,0,0,9.4,LOW,0
HS1110048,9,2025,2,34,HUMANITIES,11,7.12,7.9,0.1725,0.7923,0.0,8.27,3.13,3,8.4,7.31,-0.33,0.8323,0.7404,-0.61,0.0364,0.012,2,6,1.93,0,0,8.0,LOW,0
HS190049,106,2025,2,34,MATH_SCIENCE,9,3.8,3.91,0.02,0.1459,0.2,4.0,2.86,3,4.07,7.4,0.04,0.6851,0.7858,3.51,0.1615,0.1203,3,2,0.35,0,0,5.5,MODERATE,0
HS190049,2,2025,2,34,HUMANITIES,9,3.5,4.55,0.0915,0.5109,0.2,4.5,2.95,3,4.38,7.89,-0.59,0.6438,0.2383,3.27,0.1685,0.1225,3,2,0.33,0,0,5.5,MODERATE,0
HS190049,3,2025,2,34,HUMANITIES,9,3.73,4.69,0.083,0.4164,0.1,4.5,3.09,3,4.68,6.64,-0.57,0.7537,0.5146,2.3,0.1688,0.1276,3,2,0.33,0,0,5.6,MODERATE,0
HS190049,7,2025,2,34,MATH_SCIENCE,9,3.56,4.3,0.0736,0.4652,0.29,4.31,3.07,3,4.01,6.61,0.07,0.7128,0.771,2.08,0.1545,0.1278,3,2,0.34,0,0,5.5,MODERATE,0
HS190049,8,2025,2,34,HUMANITIES,9,3.88,4.48,0.0409,0.202,0.0,4.7,2.87,3,4.48,7.01,-0.04,0.5507,0.7466,2.55,0.1664,0.1213,3,2,0.33,0,0,5.6,MODERATE,0
HS190049,4,2025,2,34,MATH_SCIENCE,9,3.65,4.5,0.0634,0.3044,0.0,4.46,3.01,3,4.44,7.5,-0.53,0.7585,0.5126,2.82,0.1675,0.1293,3,2,0.34,0,0,5.6,MODERATE,0
HS190049,5,2025,2,34,MATH_SCIENCE,9,3.34,4.14,0.073,0.369,0.1,4.23,2.96,3,4.3,7.13,0.09,0.6836,0.4875,2.67,0.1588,0.1266,3,2,0.34,0,0,5.5,MODERATE,0
HS190049,6,2025,2,34,MATH_SCIENCE,9,4.01,4.14,0.0347,0.3558,0.52,4.54,2.86,3,4.78,7.01,-0.21,0.48,1.0,2.34,0.1687,0.127,3,2,0.34,0,0,5.6,MODERATE,0
HS190049,13,2025,2,34,TECHNOLOGY,9,3.38,4.17,0.1137,0.5359,0.0,4.72,3.15,3,4.39,7.08,0.01,0.754,0.9677,2.22,0.1613,0.1291,3,2,0.34,0,0,5.5,MODERATE,0
HS190049,14,2025,2,34,TECHNOLOGY,9,3.21,3.85,0.0672,0.4728,0.7,3.58,3.07,3,3.54,6.88,0.2,0.4989,0.7534,3.15,0.167,0.1264,3,2,0.35,0,0,5.3,MODERATE,0
HS190049,9,2025,2,34,HUMANITIES,9,3.33,4.45,0.0953,0.4859,0.42,4.22,3.05,3,3.96,6.89,-0.15,0.5363,0.4857,2.77,0.1604,0.1305,3,2,0.34,0,0,5.5,MODERATE,0
HS1100050,106,2025,2,34,MATH_SCIENCE,10,8.54,7.74,-0.0946,0.4172,0.73,7.14,2.9,3,7.43,7.66,0.61,1.0,0.9648,0.52,0.024,0.0238,0,0,0.22,0,0,8.2,LOW,0
HS1100050,2,2025,2,34,HUMANITIES,10,8.51,8.38,0.0025,0.0852,0.2,8.35,2.95,3,8.88,7.78,0.03,1.0,0.9848,-0.42,0.0245,0.0248,0,0,0.22,0,0,8.7,LOW,0
HS1100050,3,2025,2,34,HUMANITIES,10,9.06,8.31,-0.0151,0.3093,0.86,8.55,2.93,3,8.64,7.7,-0.18,1.0,1.0,-0.9,0.0244,0.0245,0,0,0.22,0,0,8.8,LOW,0
HS1100050,7,2025,2,34,MATH_SCIENCE,10,8.03,8.1,0.0287,0.19,0.1,8.19,2.9,3,8.08,7.19,-0.1,1.0,1.0,-0.63,0.026,0.0242,0,0,0.22,0,0,8.4,LOW,0
HS1100050,8,2025,2,34,HUMANITIES,10,8.39,8.33,0.0265,0.2381,0.39,8.86,3.11,3,8.64,7.88,0.28,1.0,1.0,-0.78,0.026,0.0239,0,0,0.22,0,0,8.8,LOW,0
HS1100050,4,2025,2,34,MATH_SCIENCE,10,8.5,7.86,0.0119,0.3776,0.73,7.95,2.98,3,7.74,7.8,-0.78,0.9571,1.0,0.11,0.0246,0.0254,0,0,0.22,0,0,8.5,LOW,0
HS1100050,5,2025,2,34,MATH_SCIENCE,10,8.02,7.22,-0.0446,0.3968,1.15,8.18,3.09,3,7.45,7.63,-0.65,0.9056,1.0,-0.02,0.0259,0.0259,0,0,0.23,0,0,8.2,LOW,0
HS1100050,6,2025,2,34,MATH_SCIENCE,10,8.0,8.16,0.0072,0.1265,0.29,8.2,2.86,3,7.87,8.04,-0.11,0.9834,0.9568,0.25,0.024,0.0243,0,0,0.21,0,0,8.3,LOW,0
HS1100050,13,2025,2,34,TECHNOLOGY,10,7.85,8.27,-0.0104,0.0523,0.1,7.9,3.13,3,7.56,7.86,-0.17,0.9809,1.0,0.12,0.0249,0.0258,0,0,0.22,0,0,8.3,LOW,0
HS1100050,14,2025,2,34,TECHNOLOGY,10,7.93,7.64,-0.0248,0.1123,0.1,7.84,3.03,3,7.56,7.44,1.03,0.9503,0.9965,0.19,0.0262,0.0247,0,0,0.22,0,0,8.2,LOW,0
HS1100050,9,2025,2,34,HUMANITIES,10,8.27,8.2,0.031,0.3096,0.63,9.44,3.01,3,8.58,7.98,-0.48,1.0,1.0,-0.91,0.0243,0.0242,0,0,0.23,0,0,8.8,LOW,0
HS290051,106,2025,2,34,MATH_SCIENCE,9,9.08,8.58,-0.076,0.4578,0.7,8.34,3.03,3,8.41,7.12,0.0,0.9538,0.9589,-0.95,0.1638,0.1006,5,2,0.82,0,1,8.8,LOW,0
HS290051,2,2025,2,34,HUMANITIES,9,7.94,7.52,-0.029,0.2214,0.58,7.29,2.91,3,7.11,6.87,0.0,0.9794,0.9621,-0.18,0.1625,0.0963,5,2,0.83,0,1,7.9,LOW,0
HS290051,3,2025,2,34,HUMANITIES,9,8.12,6.82,-0.2235,0.9345,1.39,6.2,3.11,3,6.45,8.0,0.0,1.0,0.9824,1.44,0.1549,0.096,5,2,0.83,0,1,7.7,LOW,0
HS290051,7,2025,2,34,MATH_SCIENCE,9,9.27,8.25,-0.1831,0.8127,1.48,8.01,3.15,3,7.44,7.66,0.0,1.0,0.9862,-0.26,0.167,0.0995,5,2,0.89,0,1,8.7,LOW,0
HS290051,8,2025,2,34,HUMANITIES,9,8.06,7.27,-0.1581,0.778,1.15,6.21,3.13,3,6.81,7.58,0.0,1.0,1.0,0.91,0.1705,0.0999,5,2,0.82,0,1,7.8,LOW,0
HS290051,4,2025,2,34,MATH_SCIENCE,9,9.71,8.21,-0.1006,0.4744,0.57,8.71,3.0,3,8.46,8.09,0.0,0.9524,0.9667,-0.34,0.156,0.1045,5,2,0.85,0,1,8.8,LOW,0
HS290051,5,2025,2,34,MATH_SCIENCE,9,9.55,8.31,-0.1046,0.5052,0.7,8.37,3.1,3,8.77,7.99,0.0,1.0,0.9866,-0.14,0.1626,0.105,5,2,0.89,0,1,8.8,LOW,0
HS290051,6,2025,2,34,MATH_SCIENCE,9,9.14,8.62,-0.0846,0.4433,0.68,8.1,3.03,3,8.66,7.99,0.0,1.0,1.0,-0.56,0.1692,0.1004,5,2,0.85,0,1,8.8,LOW,0
HS290051,13,2025,2,34,TECHNOLOGY,9,9.92,8.97,-0.0773,0.5885,1.31,8.42,2.93,3,8.26,8.55,0.0,1.0,1.0,0.57,0.1601,0.0956,5,2,0.83,0,1,8.9,LOW,0
HS290051,14,2025,2,34,TECHNOLOGY,9,8.93,8.65,-0.0808,0.3797,0.71,8.08,3.02,3,8.12,7.0,0.0,0.9668,1.0,-1.41,0.1625,0.1,5,2,0.88,0,1,8.8,LOW,0
HS290051,9,2025,2,34,HUMANITIES,9,8.34,7.02,-0.1743,0.79,0.8,6.38,2.93,3,6.65,8.37,0.0,0.9793,0.9938,1.86,0.1583,0.1045,5,2,0.86,0,1,7.8,LOW,0
HS1100052,106,2025,2,34,MATH_SCIENCE,10,7.86,9.36,0.1469,0.7089,0.0,10.44,2.9,3,10.23,7.92,0.55,0.968,1.0,-2.29,0.0,0.0,0,3,0.04,0,0,9.0,LOW,0
HS1100052,2,2025,2,34,HUMANITIES,10,8.6,10.0,0.1276,0.6097,0.1,10.06,2.93,3,10.3,8.16,0.06,1.0,0.9595,-1.69,0.0,0.0,0,3,0.04,0,0,9.2,LOW,0
HS1100052,3,2025,2,34,HUMANITIES,10,8.66,9.0,0.1022,0.5513,0.29,9.72,3.01,3,9.54,7.97,0.72,1.0,0.9533,-2.09,0.0,0.0,0,3,0.04,0,0,9.2,LOW,0
HS1100052,7,2025,2,34,MATH_SCIENCE,10,7.85,9.07,0.1245,0.626,0.0,9.4,3.12,3,9.74,8.15,-0.23,1.0,1.0,-1.8,0.0,0.0,0,3,0.04,0,0,8.8,LOW,0
HS1100052,8,2025,2,34,HUMANITIES,10,8.66,9.66,0.1286,0.5765,0.0,10.16,3.13,3,10.45,7.74,-0.56,0.9671,1.0,-2.2,0.0,0.0,0,3,0.04,0,0,9.3,LOW,0
HS1100052,4,2025,2,34,MATH_SCIENCE,10,8.63,8.97,0.1349,0.595,0.0,9.66,3.04,3,9.16,8.68,-0.04,0.9873,0.993,-0.94,0.0,0.0,0,3,0.04,0,0,9.0,LOW,0
HS1100052,5,2025,2,34,MATH_SCIENCE,10,8.73,9.88,0.1452,0.6618,0.0,9.32,3.13,3,10.21,8.02,-1.12,0.96,1.0,-1.97,0.0,0.0,0,3,0.04,0,0,9.1,LOW,0
HS1100052,6,2025,2,34,MATH_SCIENCE,10,8.59,8.64,0.0916,0.4465,0.1,9.58,3.03,3,9.29,7.96,0.69,1.0,0.9556,-1.57,0.0,0.0,0,3,0.04,0,0,8.8,LOW,0
HS1100052,13,2025,2,34,TECHNOLOGY,10,8.4,9.05,0.1256,0.5562,0.0,9.05,2.94,3,9.04,7.57,-0.24,0.9735,1.0,-1.84,0.0,0.0,0,3,0.04,0,0,8.8,LOW,0
HS1100052,14,2025,2,34,TECHNOLOGY,10,8.52,9.17,0.1693,0.805,0.19,10.47,3.07,3,10.3,7.75,-0.58,0.992,1.0,-2.34,0.0,0.0,0,3,0.04,0,0,9.0,LOW,0
HS1100052,9,2025,2,34,HUMANITIES,10,8.74,9.55,0.108,0.6413,0.57,10.14,2.96,3,10.48,8.08,-0.4,1.0,0.956,-1.87,0.0,0.0,0,3,0.04,0,0,9.2,LOW,0
HS290053,106,2025,2,34,MATH_SCIENCE,9,6.66,6.93,0.0824,0.374,0.0,7.16,2.93,3,7.27,6.26,-0.08,0.8403,0.7202,-1.15,0.0761,0.0251,4,2,1.13,0,0,7.2,LOW,0
HS290053,2,2025,2,34,HUMANITIES,9,4.97,5.35,0.0545,0.3857,0.6,5.41,2.97,3,5.13,6.02,-0.31,0.728,0.5076,0.54,0.078,0.0254,4,2,1.1,0,0,6.3,MODERATE,0
HS290053,3,2025,2,34,HUMANITIES,9,5.25,5.58,0.0427,0.1982,0.0,5.72,3.02,3,5.43,5.99,0.53,0.6092,0.4884,0.08,0.0761,0.0246,4,2,1.08,0,0,6.4,MODERATE,0
HS290053,7,2025,2,34,MATH_SCIENCE,9,6.59,6.93,0.0578,0.4224,0.4,7.32,3.05,3,7.29,6.1,0.65,0.5763,0.4973,-1.18,0.0766,0.0246,4,2,1.09,0,0,7.2,LOW,0
HS290053,8,2025,2,34,HUMANITIES,9,5.22,5.65,0.0403,0.2605,0.2,5.5,3.03,3,5.28,6.19,0.03,0.8623,1.0,0.4,0.0742,0.0241,4,2,1.16,0,0,6.3,MODERATE,0
HS290053,4,2025,2,34,MATH_SCIENCE,9,7.09,6.93,0.0073,0.2132,0.3,6.52,3.09,3,6.98,5.25,0.08,0.5997,1.0,-1.47,0.0722,0.0259,4,2,1.06,0,0,7.3,LOW,0
HS290053,5,2025,2,34,MATH_SCIENCE,9,7.23,7.28,0.0314,0.1778,0.0,7.27,3.03,3,7.28,5.48,-0.15,0.7826,0.7458,-1.38,0.0713,0.0256,4,2,1.12,0,0,7.4,LOW,0
HS290053,6,2025,2,34,MATH_SCIENCE,9,6.62,6.91,0.0638,0.3198,0.19,6.47,3.0,3,7.01,6.29,-0.09,0.757,0.4895,-0.48,0.073,0.0252,4,2,1.17,0,0,7.1,LOW,0
HS290053,13,2025,2,34,TECHNOLOGY,9,6.52,7.27,0.0615,0.3063,0.0,7.25,3.14,3,7.44,5.77,-1.23,0.8545,0.7729,-1.64,0.0772,0.0258,4,2,1.12,0,0,7.3,LOW,0
HS290053,14,2025,2,34,TECHNOLOGY,9,7.09,6.57,-0.0404,0.2278,0.52,6.27,2.9,3,6.57,5.86,0.18,0.7837,0.4802,-0.39,0.0783,0.0259,4,2,1.14,0,0,7.1,LOW,0
HS290053,9,2025,2,34,HUMANITIES,9,4.92,5.39,-0.0051,0.3872,0.81,5.07,2.94,3,5.1,6.6,0.3,0.7183,0.7297,1.79,0.0776,0.0241,4,2,1.07,0,0,6.2,MODERATE,0
HS180054,106,2025,2,34,MATH_SCIENCE,8,2.49,2.72,0.0588,0.3726,0.1,2.63,2.93,3,2.56,6.22,-0.07,0.9253,0.9927,3.72,0.1404,0.1414,0,0,0.82,0,0,4.4,HIGH,1
HS180054,2,2025,2,34,HUMANITIES,8,4.18,3.94,-0.019,0.1805,0.52,3.67,3.07,3,3.61,6.72,-0.58,0.9003,0.9734,2.7,0.1311,0.1379,0,0,0.76,0,0,5.4,MODERATE,0
HS180054,3,2025,2,34,HUMANITIES,8,4.25,4.1,-0.0,0.3697,0.58,3.98,3.07,3,4.08,5.82,-0.11,0.9374,1.0,2.09,0.1325,0.1382,0,0,0.82,0,0,5.5,MODERATE,0
HS180054,7,2025,2,34,MATH_SCIENCE,8,2.69,2.86,0.0314,0.2451,0.41,2.68,3.07,3,2.67,6.47,-0.49,0.8179,0.5237,3.43,0.1419,0.1409,0,0,0.76,0,0,4.6,HIGH,1
HS180054,8,2025,2,34,HUMANITIES,8,4.19,4.24,0.0355,0.3136,0.2,4.22,2.95,3,4.05,6.23,0.64,0.809,0.7764,1.99,0.1345,0.1394,0,0,0.83,0,0,5.6,MODERATE,0
HS180054,4,2025,2,34,MATH_SCIENCE,8,2.62,2.13,-0.0393,0.3381,0.89,2.27,2.96,3,2.24,6.33,-0.12,0.8397,0.729,4.06,0.1321,0.1357,0,0,0.81,0,0,4.2,HIGH,1
HS180054,5,2025,2,34,MATH_SCIENCE,8,2.25,2.92,0.058,0.3716,0.51,2.69,3.14,3,2.82,6.88,0.52,0.9167,0.7654,3.74,0.1387,0.1401,0,0,0.81,0,0,4.6,HIGH,1
HS180054,6,2025,2,34,MATH_SCIENCE,8,2.5,2.96,0.023,0.3654,0.78,2.62,2.95,3,2.49,6.2,-0.55,0.8468,0.7593,4.02,0.1376,0.1399,0,0,0.79,0,0,4.6,HIGH,1
HS180054,13,2025,2,34,TECHNOLOGY,8,2.9,2.7,0.0256,0.3772,0.5,2.83,3.13,3,2.75,6.42,-0.43,0.8338,0.9956,3.7,0.1378,0.1342,0,0,0.8,0,0,4.6,HIGH,1
HS180054,14,2025,2,34,TECHNOLOGY,8,2.71,2.79,0.0247,0.3409,0.73,2.45,3.03,3,2.61,5.76,-0.08,0.6838,0.2429,3.21,0.1375,0.1433,0,0,0.75,0,0,4.6,HIGH,1
HS180054,9,2025,2,34,HUMANITIES,8,4.41,3.89,-0.0052,0.4589,0.76,3.52,2.97,3,3.69,6.37,-1.24,0.7965,0.775,2.96,0.1399,0.141,0,0,0.82,0,0,5.4,MODERATE,0
HS190055,106,2025,2,34,MATH_SCIENCE,9,4.07,2.95,-0.1214,0.5674,0.78,2.77,3.01,3,2.68,6.37,0.14,0.8687,0.9533,3.66,0.0732,0.0516,2,4,1.23,1,1,5.0,MODERATE,0
